level_0,index,0,1,2,Client_split
220,32,Client:, Confirming the above. Please proceed with email only - no changes to the copy document needed.,Dunces, confirming the above  please proceed with email only   no changes to the copy document needed 
221,33,Dev:, OK.,Dunces, ok 
222,34,Dev:, Please remove the copy for SMS and Push from your document.,Dunces, please remove the copy for sms and push from your document 
223,35,Me:, Uh....,Dunces, uh    
224,36,Me:,  No problem. That's just bar chimes. We already have those.,Dunces,  no problem  that s just bar chimes  we already have those 
225,37,Me:,"  ""Mark Tree"" is the official orchestral term for bar chimes. Really. They're the same thing. A mark tree is a set of bar chimes. This studio has two sets of them, and I even have a set of my own. We have everything we need.",Dunces,   mark tree  is the official orchestral term for bar chimes  really  they re the same thing  a mark tree is a set of bar chimes  this studio has two sets of them  and i even have a set of my own  we have everything we need 
226,38,Client:, ...,Dunces,    
227,39,Me:, ...,Dunces,    
228,40,Client: ,"You don't understand, it's about consistency!",Dunces,you don t understand  it s about consistency 
229,41, Client: ," If I give you a black and white copy, could you Xerox it in color?",Dunces, if i give you a black and white copy  could you xerox it in color 
230,42,Client:, How much will this animation cost?,Dunces, how much will this animation cost 
231,43,Me:, It depends on the complexity. Could you show me the character you want to animate?,Dunces, it depends on the complexity  could you show me the character you want to animate 
232,44,Client:," Bro chill, why are you acting like an architect. I just want the price bro.",Dunces, bro chill  why are you acting like an architect  i just want the price bro 
233,45,Me:," I can't give you the price without knowing what you want. Do you go into a McDonalds and ask ""What's the price"" before ordering anything?",Dunces, i can t give you the price without knowing what you want  do you go into a mcdonalds and ask  what s the price  before ordering anything 
234,46,Client:," You're weirding me out not gonna lie, why would you ask to see the character before giving me the price? You trying to steal my character?",Dunces, you re weirding me out not gonna lie  why would you ask to see the character before giving me the price  you trying to steal my character 
235,0,Me:, So here's the new IPA file.,Dunces, so here s the new ipa file 
236,1,Client: ,"Ok, will do.",Dunces,ok  will do 
237,2,Client:, It won't open.,Dunces, it won t open 
238,3,Me:, What do you mean it won't open?,Dunces, what do you mean it won t open 
239,4,Client: ,I tried to open the app and it just doesn't open.,Dunces,i tried to open the app and it just doesn t open 
240,5,Me: ,"I've checked over everything, installed it on multiple devices here, done upgrades from one version to another and it seems fine. What are you doing exactly?",Dunces,i ve checked over everything  installed it on multiple devices here  done upgrades from one version to another and it seems fine  what are you doing exactly 
241,6,Client:," Just trying to open it, keeps showing an error.",Dunces, just trying to open it  keeps showing an error 
242,7,Me: ,"Ah! ok, can you screenshot and send me the error? ",Dunces,ah  ok  can you screenshot and send me the error  
243,8,Client:, I'm trying to publish a newsletter but I can't find my site.,Dunces, i m trying to publish a newsletter but i can t find my site 
244,9,Me:, It says the IP address is unavailable.,Dunces, it says the ip address is unavailable 
245,10,Client:, He can't take the website down. That's illegal.,Dunces, he can t take the website down  that s illegal 
246,11,Me:, You haven't paid him for the past few months and you've hired a new social media marketer to redo the CRM he made.,Dunces, you haven t paid him for the past few months and you ve hired a new social media marketer to redo the crm he made 
247,12,Client:, All of our things are on there! I'm pretty sure that's illegal.,Dunces, all of our things are on there  i m pretty sure that s illegal 
248,13,Client: ,How do I log in to Google Analytics?,Dunces,how do i log in to google analytics 
249,14,Me:, Here’s an example of my work. ,Dunces, here s an example of my work  
250,15,Client:, I love it. Can you send me a copy?,Dunces, i love it  can you send me a copy 
251,16,Me:, (completely flabbergasted),Dunces,  completely flabbergasted 
252,17,Client:," Great, so we'll use hosting company YYYY instead of company XXXX.",Dunces, great  so we ll use hosting company yyyy instead of company xxxx 
253,18,Me:," Yes, that's what I recommend.",Dunces, yes  that s what i recommend 
254,19,Me:, Did you take down your old website?,Dunces, did you take down your old website 
255,20,Client:," No, I transferred the old domain to the new hosting site you recommended. You mean the website wouldn't be transferred with it?",Dunces, no  i transferred the old domain to the new hosting site you recommended  you mean the website wouldn t be transferred with it 
256,21,Me:," No, that's a separate process. Do you have a backup of your old website?",Dunces, no  that s a separate process  do you have a backup of your old website 
257,22,Client:, No.,Dunces, no 
258,23,Client:," Now, why would I want a WordPress site? Those are free and so basic! (He says with a sneer).",Dunces, now  why would i want a wordpress site  those are free and so basic   he says with a sneer  
259,24,Me:," I was describing a highly customized WordPress site, which is different.",Dunces, i was describing a highly customized wordpress site  which is different 
260,25,Client: ,"Well, for now, let's just work on updating the website I had made 8 years ago. The developer coded it all himself. See if you can reach out to him to find out more about where to access the files.",Dunces,well  for now  let s just work on updating the website i had made   years ago  the developer coded it all himself  see if you can reach out to him to find out more about where to access the files 
