who,category,sentences
Client:,Dunces, so my order has been ready  why didn t you let me know  
Me:,Dunces, i m sorry  but when i called the number you provided  i couldn t leave a message for you 
Client:,Dunces, thanks a lot  the closing was yesterday  now i ll have to give it to them after the fact 
Me:,Dunces, again  i tried calling multiple times  to no answer and a full machine  
Client:,Dunces, well of course i didn t answer  i assumed someone calling that much was trying to spam me  
Client: ,Dunces,yeah  so great he had to come back to do it again 
Client:,Dunces, these posters look terrible   it s missing the date and some of the colors 
Me:,Dunces, i m looking at the final example here   the one we agreed on   and it looks like i didn t forget anything  but maybe  
Client:,Dunces, you know we have 
Me:,Dunces, yes  of course i know that   but i don t know what went wrong  if you could send  
Client:,Dunces, it s not my job to know what s wrong  it is yours 
Me:,Dunces, if you can just send me the pdf you used for a quick look  then  
Client:,Dunces, what are you going do about this 
Me:,Dunces, i have had them make you some new posters  free of charge  because the rush the method is a little different  so the quality won t be the same  but  
Client:,Dunces, jesus f    ing christ  how in the world can you be so unprofessional  dumbass 
Me:,Dunces, as i ve told you  the problem lies with the printer you use  apparently  
Client:,Dunces, hi  can you make me a cd  i want to know what it costs and when it ll be done 
Me:,Dunces, sure  what kind of package do you want  what can you tell me about the artist and their music 
Client:,Dunces, no time for any of that bs  just tell me the prices 
Me:,Dunces, well  here are some rough ballparks for five or six different package types 
Client:,Dunces, just make me a few of each 
Me:,Dunces, can we narrow it down a little  and can you at least tell me the artist name and type of music they make 
Client:,Dunces, 
Me:,Dunces, sorry  no offense  but i think i m going to pass on this project 
Client:,Dunces, motherf   er  do you think whitney houston gave up when people told her to  do you think michael jackson quit when the work was hard  man up  you p   y 
Client:,Dunces, i need you to recommend some of your design students to help me build a naked news style website with an emphasis on financial markets 
Me:,Dunces, sir  we are a 
Client:,Dunces, why not  adam and eve were naked  weren t they 
Client:,Dunces, how could you write this script without a storyboard  
Me:,Dunces, the storyboard comes after you write the script  it s where you develop a rough guide for the visuals that are going to accompany the narration  it shows how the visuals will flow in the video  
Client:,Dunces, no  the storyboard is the document where you describe the approach you re going to take and outline the topics to cover   
Me:,Dunces, that s the specifications document   
Client:,Dunces, well  i call that the storyboard  and you didn t write one   
Client:,Dunces, we gave you everything you needed  everything you asked for you  and you did nothing with it  we re just wasting money on you  
Me:,Dunces, look  you can 
Client:,Dunces, oh yeah  name one thing you needed that we didn t deliver  one thing 
Me:,Dunces, in an email we sent on the   th of last month  titled  
Client:,Dunces, you can t even take responsibility for your failings  
Client:,Dunces, listen  we need a brochure 
Me:,Dunces, i sent you a more or less finished layout almost a year ago  you said you ll just look over it and let me know if you d want any changes done 
Client:,Dunces, oh  oh right  send it to me again and i ll have a look 
Client:,Dunces, this looks great  why didn t you send me these earlier 
Me:,Dunces, i did  last june 
Client:,Dunces,  well  you know i m a very busy man 
Me:,Dunces, yes  yes  i know  while we re at it  have you had a chance to look at those spray can layouts i did a couple of weeks ago 
Client:,Dunces, uh  yes  it looks great  send them off to the printer asap 
Me:,Dunces, which one  i made four of them 
Client:,Dunces, oh  uh  well  if i had it my way  i d just have white blank ones and write the company name on with a marker  so like   i really don t care 
Client:,Dunces, this looks like shit  i can t believe you sent these things away without my approval first  that s extremely unprofessional  you know that 
Client:,Dunces,  webdesign  fail    myhandle  s contact form terribly broken  can t get in touch about my project won t be using her services   inept 
Me: ,Dunces,  client  thx for yr honest feedback  sorry to hear you had difficulty w my form  i d like to diagnose the issue pls contact me    myemail  
Client:,Dunces,  via email  what kind of web designer are you  i tried to upload my project s documents  only   mb of pdfs  using your contact form and it didn t work  
Me:,Dunces, yes  my contact form isn t designed to allow uploads of any kind  it s just a simple way for folks to state the nature of their project and start a conversation  i m so sorry that misunderstanding was frustrating experience for you  now that we re communicating via email  i d be more than happy to take a look at your documents and learn more about your project 
Client:,Dunces, 
Me:,Dunces, attached is a pdf of the final draft of your flyer  please look it over one last time  if everything is as it should be  please give me final approval to print 
Client:,Dunces, everything is right  but can i have an html  
Me:,Dunces, i m not sure what you mean  this is a print flyer  why do you need code  
Client:,Dunces, what don t you understand  i want an html  i thought you were a designer 
Me:,Dunces, i think you may be asking for the wrong thing  can you explain what you plan to use the flyer for  can you put me in touch with your marketing or web department 
